gameId,playerId,originalGroup,blockNum,nUtterances,nWithAlternatives,hedgingRate,hasEverHedged,condition
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,5,6,0,0.0,0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,0,6,0,0.0,0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,3,6,0,0.0,0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,2,6,0,0.0,0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,5,6,0,0.0,0,refer_separated
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7863BFF3ZYZGVVSATZTH7,C,1,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7863BFF3ZYZGVVSATZTH7,C,4,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN78DQ6KC0F9N1HA0BPB44R,C,2,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN78DQ6KC0F9N1HA0BPB44R,C,5,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN792W85XPK9QGH8A6HSYSJ,B,1,5,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN792W85XPK9QGH8A6HSYSJ,B,4,6,1,0.16666666666666666,1,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79B14FBSYSKKCG2BYVBB6,A,0,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79B14FBSYSKKCG2BYVBB6,A,3,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79J529BWBWTESKB6D9MB7,C,0,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79J529BWBWTESKB6D9MB7,C,3,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,B,2,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,B,5,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AAX1VHZ1A7ZB35BNRH8N,A,1,6,1,0.16666666666666666,1,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AAX1VHZ1A7ZB35BNRH8N,A,4,6,1,0.16666666666666666,1,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,A,2,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,A,5,6,0,0.0,0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7C40WEQBDF48ACG18M0EV,B,0,6,1,0.16666666666666666,1,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7C40WEQBDF48ACG18M0EV,B,3,6,1,0.16666666666666666,1,social_mixed
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2Q4FMMNPG4DTS771Y4V70,A,0,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2Q4FMMNPG4DTS771Y4V70,A,2,4,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2Q4FMMNPG4DTS771Y4V70,A,3,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2Q9Z7MR3VPYE4MH3SC9C8,C,2,6,1,0.16666666666666666,1,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2Q9Z7MR3VPYE4MH3SC9C8,C,5,6,1,0.16666666666666666,1,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2RBVR6E36EKC8HYRAV5GF,A,2,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2RBVR6E36EKC8HYRAV5GF,A,5,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2RH1QNE571FNJRJ0ZHM7W,B,0,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2RH1QNE571FNJRJ0ZHM7W,B,2,1,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2RH1QNE571FNJRJ0ZHM7W,B,3,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2RVD8SK7AN1X5EMGRM458,B,1,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2RVD8SK7AN1X5EMGRM458,B,4,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2RVD8SK7AN1X5EMGRM458,B,5,2,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SDQCR0935BS4E06A6D2G,C,1,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SDQCR0935BS4E06A6D2G,C,4,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SDQCR0935BS4E06A6D2G,C,5,2,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SGRYQPGESDGRKTMMAJX4,A,1,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SGRYQPGESDGRKTMMAJX4,A,4,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SGRYQPGESDGRKTMMAJX4,A,5,2,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SNNP4ZB6K1QMGZX5CC0T,C,0,6,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SNNP4ZB6K1QMGZX5CC0T,C,2,1,0,0.0,0,social_first
01KJP22PXRH9VYFY7Z1HZVNSMN,01KJP2SNNP4ZB6K1QMGZX5CC0T,C,3,6,0,0.0,0,social_first
